,aw_deep_link,product_name,aw_product_id,merchant_product_id,merchant_image_url,description,merchant_category,search_price,merchant_name,merchant_id,category_name,category_id,aw_image_url,currency,store_price,merchant_deep_link,display_price,rrp_price,in_stock,alternate_image,alternate_image_two,alternate_image_four,large_image,alternate_image_three,custom_1,Fashion:size,brand_name,brand_id,product_type
16892,https://www.awin1.com/pclick.php?p=3551362561&a=240379&m=4318,Toga Pulla Women's Buckle Side Suede Heeled Ankle Boots - Khaki Suede - UK 4/EU 37 - Beige,3551362561,11201859,https://s4.thcdn.com/productimg/180/180/11201857-6074492834970022.jpg,"Suede heeled ankle boots from Toga Pulla. Crafted from a khaki suede upper, the boots are cut just above the ankle with an elasticated panel. Featuring four straps across the tongue, each with silver-toned, engraved buckle detailing, and a stitch pattern to the pointed toe cap. Complete with a mid-height Cuban heel, soft leather lining and a durable leather sole.  Heel Height: 2   Upper: Suede. Lining/Sole: Leather.",Boots [Clothing/Women/Footwear],340.0,Coggles,4318,Women's Footwear,194,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3As4.thcdn.com%2Fproductimg%2F180%2F180%2F11201857-6074492834970022.jpg&feedId=4318&k=a8273f0cdc96143891f81673bf32d07a2215b3ef,GBP,,https://www.coggles.com/boots-clothing/women/footwear/toga-pulla-women-s-buckle-side-suede-heeled-ankle-boots-khaki-suede-eu-37/uk-4/11201859.html?switchcurrency=GBP&shippingcountry=GB&utm_source=AWin-!!!affid!!!&utm_medium=affiliate&utm_campaign=AffiliateWin%7CFeed,GBP340.0,340.0,1,https://s4.thcdn.com/productimg/960/960/11201857-6074492834970022.jpg,https://s4.thcdn.com/productimg/600/600/11201857-6074492834970022.jpg,,,https://s4.thcdn.com/productimg/130/130/11201857-6074492834970022.jpg,adult,4,Toga Pulla,0,
19060,https://www.awin1.com/pclick.php?p=3191955907&a=240379&m=427,Honour Clothing H1365 PVC Gloves,3191955907,SKU3341_13240,https://www.bananashoes.com/media/catalog/product/h/1/h1365_1.jpg,"Elbow-high black gloves in glossy PVC with fingerless design, around the finger strap for a perfect fit and top lace-up detail with metallic grommets on sides.",PVC > PVC Gloves & Cuffs,21.99,BananaShoes Limited,427,Women's Accessories,149,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.bananashoes.com%2Fmedia%2Fcatalog%2Fproduct%2Fh%2F1%2Fh1365_1.jpg&feedId=427&k=6542bf7a261db18ebcc4a505f11f25166d43a515,GBP,,https://www.bananashoes.com/honour-pvc-1365.html,GBP21.99,,1,,,,,,,,Honour Fetish Clothing,0,
21787,https://www.awin1.com/pclick.php?p=3812160221&a=240379&m=1134,Womens *Head Over Heels by Dune Pink 'Arria' Shoe- Pink,3812160221,262017000840864,http://media.dorothyperkins.com/wcsstore/DorothyPerkins/images/catalog/DP96710227_Zoom_F_1.jpg,"Head Over Heels by Dune. Features a sophisticated pointed toe and chic knotted design. Heel height is approximately 100mm. Upper: 100% Polyurethane, Lining: 100% Polyurethane, Sole: 100% Polyurethane.",Women's Footwear,14.0,Dorothy Perkins,1134,Women's Footwear,194,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=media.dorothyperkins.com%2Fwcsstore%2FDorothyPerkins%2Fimages%2Fcatalog%2FDP96710227_Zoom_F_1.jpg&feedId=1134&k=93b99dfa41acd239e880dca62a09f99be3db2208,GBP,,http://www.ist-track.com/ProcessClick.ashx?companyId=e0b51aa7-96c9-4550-a6f3-56b61a0b5995&itemId=xilamlrwql&bid=t,GBP14.00,48.00,0,,,,,,,8,Dorothy Perkins,0,
23181,https://www.awin1.com/pclick.php?p=3768386123&a=240379&m=3090,"Pour Moi Electra Underwired Bra - Black, Black, Size 30Hh, Women",3768386123,19679490,https://media.very.co.uk/i/very/KVJYK_SQ1_0000000004_BLACK_MDo?$266x354_standard$&,"Pour Moi&nbsp;Electra Underwired Bra Offering great support and a natural cleavage, the Electra underwired bra is perfect for romantic date nights as well as for amping up your everyday with its flirty appeal. Lace covered cups, a scalloped trim and plunging neckline all add to this bra's sexy appeal, while the classic black hue offers versatility to your lingerie drawer and underwiring ensures all day comfort and support. Wear the matching Electra briefs for a chic and coordinated lingerie look you'll love wearing beneath your workwear as well as party outfits! Washing Instructions: Hand Wash Only Bra Style: Underwired",Clothing & Accessories -> Lingerie -> Bras,25.0,very.co.uk,3090,Bras,168,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.very.co.uk%2Fi%2Fvery%2FKVJYK_SQ1_0000000004_BLACK_MDo%3F%24266x354_standard%24%26&feedId=12469&k=7bd75e7b7b3ebcf8629531299f80dd7d6b3e0c1f,GBP,25.0,http://www.very.co.uk/pour-moi-electra-underwired-bra-black/1600134686.prd?sku=sku19679490,GBP25.00,25.00,1,,,,,,https://media.very.co.uk/i/very/KVJYK_SQ1_0000000004_BLACK_MDo?$266x354_standard$&,30HH,Pour Moi,0,Women -> Lingerie -> Bras
25235,https://www.awin1.com/pclick.php?p=20983982951&a=240379&m=3090,"Myleene Klass MYLEENE 2 PACK CROSS-FRONT SPORTS BRA, Grey Marl/Black, Size 12, Women",20983982951,20160256,https://media.very.co.uk/i/very/LL49F_SQ1_0000000893_GREY_MARL_BLACK_CBc?$266x354_standard$&,Washing Instructions: Machine Washable,Clothing & Accessories -> Lingerie -> Bras,30.0,very.co.uk,3090,Bras,168,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.very.co.uk%2Fi%2Fvery%2FLL49F_SQ1_0000000893_GREY_MARL_BLACK_CBc%3F%24266x354_standard%24%26&feedId=12469&k=10110eb2e618020465fed28f84f0c1540f8ad4f6,GBP,30.0,http://www.very.co.uk/myleene-klass-myleene-2-pack-cross-front-sports-bra/1600178696.prd?sku=sku20160256,GBP30.00,30.00,1,,,,,,https://media.very.co.uk/i/very/LL49F_SQ1_0000000893_GREY_MARL_BLACK_CBc?$266x354_standard$&,12,Myleene Klass,0,Women -> Lingerie -> Bras
25745,https://www.awin1.com/pclick.php?p=3557494533&a=240379&m=5076,Ladies Calvin Klein Senses Watch,3557494533,99976450,http://d7ujeqwvh5yf8.cloudfront.net/products/main/99976450/500x750/k5n2s526_original_11711-1423389720-7545.jpg,This ladies Calvin Klein Senses watch is made from PVD gold plated and is powered by a quartz movement. It is fitted with a gold tone metal  bracelet and has a silver dial.,Jewellery > Womens Watches,270.0,The Watch Hut,5076,Women's Watches,547,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=d7ujeqwvh5yf8.cloudfront.net%2Fproducts%2Fmain%2F99976450%2F500x750%2Fk5n2s526_original_11711-1423389720-7545.jpg&feedId=13929&k=7acb19a0aa3460461567b6f06d36f765724e68db,GBP,,http://www.thewatchhut.co.uk/calvin-klein/ladies-calvin-klein-senses-watch-k5n2s526-k5n2s526.html,GBP270.00,270.00,1,,,,,,,,Calvin Klein,2622,
26419,https://www.awin1.com/pclick.php?p=3557506477&a=240379&m=5076,Ladies Guess Chelsea Watch,3557506477,99992313,http://d7ujeqwvh5yf8.cloudfront.net/products/main/99992313/500x750/w0648l3-1453378697-995.jpg,,Jewellery > Womens Watches,98.1,The Watch Hut,5076,Women's Watches,547,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=d7ujeqwvh5yf8.cloudfront.net%2Fproducts%2Fmain%2F99992313%2F500x750%2Fw0648l3-1453378697-995.jpg&feedId=13929&k=9db9382b2816accda9c5c90fd59a9a36994d759a,GBP,,http://www.thewatchhut.co.uk/guess/ladies-guess-chelsea-watch-w0648l3-w0648l3.html,GBP98.10,109.00,1,,,,,,,,Guess,7020,
27132,https://www.awin1.com/pclick.php?p=3557500967&a=240379&m=5076,Ladies Lorus Watch,3557500967,99984275,http://d7ujeqwvh5yf8.cloudfront.net/products/main/99984275/500x750/rg295jx9-1436887536-5504.jpg,This ladies Lorus watch has a stainless steel case and is powered by a quartz movement. It is fitted with a white leather  strap and has a white dial.,Jewellery > Womens Watches,42.0,The Watch Hut,5076,Women's Watches,547,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=d7ujeqwvh5yf8.cloudfront.net%2Fproducts%2Fmain%2F99984275%2F500x750%2Frg295jx9-1436887536-5504.jpg&feedId=13929&k=44a7999bb27836d4fa86ce84a2ee67d657d4e6f0,GBP,,http://www.thewatchhut.co.uk/lorus/ladies-lorus-watch-rg295jx9-rg295jx9.html,GBP42.00,44.99,1,,,,,,,,Lorus,9772,
27826,https://www.awin1.com/pclick.php?p=3557484309&a=240379&m=5076,Ladies Pulsar Chronograph Watch,3557484309,99962025,http://d7ujeqwvh5yf8.cloudfront.net/products/main/99962025/500x750/pp6076x1-1380310289-4319.jpg,This attractive ladies Pulsar watch has a PVD rose plated stainless steel case and is powered by a multi dial quartz movement. It is fastened with a rose gold tone metal bracelet and has a rose dial. The watch also has a date function.,Jewellery > Womens Watches,66.0,The Watch Hut,5076,Women's Watches,547,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=d7ujeqwvh5yf8.cloudfront.net%2Fproducts%2Fmain%2F99962025%2F500x750%2Fpp6076x1-1380310289-4319.jpg&feedId=13929&k=a40298059d69c47a40bbb750aac93920df87148f,GBP,,http://www.thewatchhut.co.uk/pulsar/ladies-pulsar-chronograph-watch-pp6076x1-pp6076x1.html,GBP66.00,99.95,1,,,,,,,,Pulsar,13396,
28236,https://www.awin1.com/pclick.php?p=3557484601&a=240379&m=5076,Ladies Rotary Watch,3557484601,99962481,http://d7ujeqwvh5yf8.cloudfront.net/products/main/99962481/500x750/lb02761_41-1385056129-631.jpg,This stunning ladies Rotary watch has a two-tone steel/gold plate case and is powered by a quartz movement. It is fitted with a two tone  bracelet and has a white mother of pearl dial.,Jewellery > Womens Watches,116.0,The Watch Hut,5076,Women's Watches,547,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=d7ujeqwvh5yf8.cloudfront.net%2Fproducts%2Fmain%2F99962481%2F500x750%2Flb02761_41-1385056129-631.jpg&feedId=13929&k=8be657200e93813f24982d5f3da1ea191ee4513c,GBP,,http://www.thewatchhut.co.uk/rotary/ladies-rotary-watch-lb02761/41-lb02761/41.html,GBP116.00,155.00,0,,,,,,,,Rotary,14142,
29540,https://www.awin1.com/pclick.php?p=3557495435&a=240379&m=5076,Ladies Ted Baker Watch,3557495435,99977242,http://d7ujeqwvh5yf8.cloudfront.net/products/main/99977242/500x750/10023482-1424084239-5639.jpg,This pretty ladies Ted Baker watch is made from stainless steel and is powered by an analogue quartz movement. It is fastened with a white leather  strap and has a white dial.,Jewellery > Womens Watches,125.0,The Watch Hut,5076,Women's Watches,547,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=d7ujeqwvh5yf8.cloudfront.net%2Fproducts%2Fmain%2F99977242%2F500x750%2F10023482-1424084239-5639.jpg&feedId=13929&k=9c22f588548a4fad90e2e32a4abb0871ad020ea6,GBP,,http://www.thewatchhut.co.uk/ted-baker/ladies-ted-baker-watch-ite10023482-ite10023482.html,GBP125.00,125.00,1,,,,,,,,Ted Baker,16130,
30340,https://www.awin1.com/pclick.php?p=3557486855&a=240379&m=5076,Ladies Superdry Scuba Pop Watch,3557486855,99966339,http://d7ujeqwvh5yf8.cloudfront.net/products/main/99966339/500x750/syl133b-1391165752-4946.jpg,This ladies Superdry Scuba Pop watch is made from stainless steel and is fitted with a quartz movement. It is fastened with a black plastic/resin strap and has a white dial.,Jewellery > Womens Watches,59.99,The Watch Hut,5076,Women's Watches,547,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=d7ujeqwvh5yf8.cloudfront.net%2Fproducts%2Fmain%2F99966339%2F500x750%2Fsyl133b-1391165752-4946.jpg&feedId=13929&k=f0a937699dc51d859f6874276d5c452f95a7a474,GBP,,http://www.thewatchhut.co.uk/superdry/ladies-superdry-scuba-pop-watch-syl133b-syl133b.html,GBP59.99,59.99,1,,,,,,,,Superdry,22691,
30917,https://www.awin1.com/pclick.php?p=21278370915&a=240379&m=5577,The Gypsy Shrine Black Swan Face Jewels,21278370915,clu2252,https://cdn-images.prettylittlething.com/1/1/1/6/1116c00a7fe7f8b763bb7b80cd9718052af75990_CLU2252_2.JPG,The Gypsy Shrine Black Swan Face JewelsBe a queen this season in this black swan face jewel set for a look that will get you noticed Ready to stick jewelSafe for face and body,Womens Clothing other,8.0,Pretty Little Thing,5577,Women's Clothing,141,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn-images.prettylittlething.com%2F1%2F1%2F1%2F6%2F1116c00a7fe7f8b763bb7b80cd9718052af75990_CLU2252_2.JPG&feedId=12581&k=f2ee216c47d36b087714288589c68004f9e4da1b,GBP,,https://www.prettylittlething.com/the-gypsy-shrine-black-swan-face-jewels.html?utm_source=awin&utm_medium=affiliate&utm_campaign=Stylefruits&istCompanyId=3b233929-048d-4b79-a672-b37827e7282d&istItemId=xaqwwtrqpr&istBid=tzwr,GBP8.00,,1,,,,,,,,PrettyLittleThing,0,
31162,https://www.awin1.com/pclick.php?p=21248745729&a=240379&m=5577,Gold Floral Drop Hoop Earrings,21248745729,clu2765,https://cdn-images.prettylittlething.com/f/f/0/8/ff082e30d99c37d560343158f5a8605fd4dd0183_CLU2765_1.JPG,Gold Floral Drop Hoop EarringsWe are totally obsessing over these hoop earrings featuring floral drop detail Team with ultimate style to take your look to next level lit,Womens Other Jewellery,8.0,Pretty Little Thing,5577,Women's Accessories,149,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn-images.prettylittlething.com%2Ff%2Ff%2F0%2F8%2Fff082e30d99c37d560343158f5a8605fd4dd0183_CLU2765_1.JPG&feedId=12581&k=cae00615316bf8deeb5301debc3e0a937a09a52f,GBP,,https://www.prettylittlething.com/gold-floral-drop-hoop-earrings.html?utm_source=awin&utm_medium=affiliate&utm_campaign=Stylefruits&istCompanyId=3b233929-048d-4b79-a672-b37827e7282d&istItemId=xaiaxtqmtt&istBid=tzwr,GBP8.00,,1,,,,,,,,PrettyLittleThing,0,
31249,https://www.awin1.com/pclick.php?p=3864701521&a=240379&m=5577,Halie Long Pearl Drop Earrings,3864701521,cls2407,https://cdn-images.prettylittlething.com/0/3/3/d/033d6a53e5269c21b6ba412283a1542cea5701b9_CLS2407_1.JPG,Long Pearl Drop EarringsAdd the perfect finishing touch to your weekend look with these long pearl drop earrings Featuring diamante stud and ascending pearls the ultimate accessory to add to your collection One Size,Womens Other Jewellery,5.0,Pretty Little Thing,5577,Women's Accessories,149,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn-images.prettylittlething.com%2F0%2F3%2F3%2Fd%2F033d6a53e5269c21b6ba412283a1542cea5701b9_CLS2407_1.JPG&feedId=12581&k=d616f5b3d8667a1357a89d27bd3dbef3a6a2c2bc,GBP,,https://www.prettylittlething.com/halie-long-pearl-drop-earrings.html?utm_source=awin&utm_medium=affiliate&utm_campaign=Stylefruits&istCompanyId=3b233929-048d-4b79-a672-b37827e7282d&istItemId=xplpqqmrxr&istBid=tzwr,GBP5.00,,1,,,,,,,,PrettyLittleThing,0,
31280,https://www.awin1.com/pclick.php?p=12034547317&a=240379&m=5577,Gold Rhinestone Drop Necklace,12034547317,cls7570,https://cdn-images.prettylittlething.com/f/3/3/d/f33dc981429e6f62bb0f09a23c8279b8ef95f083_CLS7570_1.JPG,Gold Rhinestone Drop NecklacePerfect for a plunge neckline this rhinestone drop necklace is perfect for your jewellery box Adjustable sizingLobster clasp fastening,Womens Necklaces,5.0,Pretty Little Thing,5577,Women's Accessories,149,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn-images.prettylittlething.com%2Ff%2F3%2F3%2Fd%2Ff33dc981429e6f62bb0f09a23c8279b8ef95f083_CLS7570_1.JPG&feedId=12581&k=9e7ec25e34ea871ded94b6c6a5324bc1e76b5988,GBP,,https://www.prettylittlething.com/gold-rhinestone-drop-necklace.html?utm_source=awin&utm_medium=affiliate&utm_campaign=Stylefruits&istCompanyId=3b233929-048d-4b79-a672-b37827e7282d&istItemId=xlaqiitxrl&istBid=tzwr,GBP5.00,,1,,,,,,,,PrettyLittleThing,0,
31958,https://www.awin1.com/pclick.php?p=11430869619&a=240379&m=5577,Nude Clear Strap Studded Strappy Heels,11430869619,clt1260,https://cdn-images.prettylittlething.com/3/0/2/7/30275088661e1fc484295553e677583f10f4c70f_CLT1260_1.JPG,Nude Clear Strap Studded Strappy HeelsWe are obsessed with these studded strap heels featuring a nude heel 2 clear straps with silver studs and buckle fastening the versatile style makes them easy to style with anything Buckle Up4 Heel,Womens Sandals,16.0,Pretty Little Thing,5577,Women's Footwear,194,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn-images.prettylittlething.com%2F3%2F0%2F2%2F7%2F30275088661e1fc484295553e677583f10f4c70f_CLT1260_1.JPG&feedId=12581&k=433720c8e0e47fa8aa985ba82b89b05cc6c81a9f,GBP,,https://www.prettylittlething.com/nude-clear-strap-studded-strappy-heels.html?utm_source=awin&utm_medium=affiliate&utm_campaign=Stylefruits&istCompanyId=3b233929-048d-4b79-a672-b37827e7282d&istItemId=xlqmarwtlm&istBid=tzwr,GBP16.00,25.00,1,,,,,,,,PrettyLittleThing,0,
32033,https://www.awin1.com/pclick.php?p=21313838727&a=240379&m=5577,Purple Lycra Thigh High Sock Boot,21313838727,clu5057,https://cdn-images.prettylittlething.com/7/1/9/f/719f8b0f8d32bccc938c854789103444c6581aac_CLU5057_1.JPG,Purple Lycra Thigh High Sock BootMake these thigh highs your new weekend saviour and instantly elevate your look Featuring a bright purple lycra material a sock fit and pointed court heel LycraZip up4 5 Heel,Womens Boots,50.0,Pretty Little Thing,5577,Women's Footwear,194,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn-images.prettylittlething.com%2F7%2F1%2F9%2Ff%2F719f8b0f8d32bccc938c854789103444c6581aac_CLU5057_1.JPG&feedId=12581&k=8e8c3ed6de894132fbf5fa0fd880e2e3d9f78792,GBP,,https://www.prettylittlething.com/purple-lycra-thigh-high-sock-boot.html?utm_source=awin&utm_medium=affiliate&utm_campaign=Stylefruits&istCompanyId=3b233929-048d-4b79-a672-b37827e7282d&istItemId=wttlmrqari&istBid=tzwr,GBP50.00,,1,,,,,,,,PrettyLittleThing,0,
32317,https://www.awin1.com/pclick.php?p=3799854601&a=240379&m=5577,Eviane Black Coated Denim Skirt,3799854601,clr8993,https://cdn-images.prettylittlething.com/0/d/f/c/0dfcd23215730cbf1c72cd8ae523d27bc1177275_CLR8993_1.JPG,Black Coated Denim SkirtA must have for any girls wardrobe Turn up your causal l up a notch with this coated denim skirt team with fishnet tights slogan t shirt and some bang on trend boots to get serious envy worthy vibes Length approx 43cm 17 Based on a sample size UK 8 Model wears size UK 8 EU 36 AUS 8 US 4,Womens skirts,20.0,Pretty Little Thing,5577,Women's Dresses & Skirts,198,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn-images.prettylittlething.com%2F0%2Fd%2Ff%2Fc%2F0dfcd23215730cbf1c72cd8ae523d27bc1177275_CLR8993_1.JPG&feedId=12581&k=2a62abed65f20dfa326886c64c6a79f5f0f5c2cc,GBP,,https://www.prettylittlething.com/eviane-black-coated-denim-skirt.html?utm_source=awin&utm_medium=affiliate&utm_campaign=Stylefruits&istCompanyId=3b233929-048d-4b79-a672-b37827e7282d&istItemId=xirmwmqiwm&istBid=tzwr,GBP20.00,,1,,,,,,,,PrettyLittleThing,0,
33324,https://www.awin1.com/pclick.php?p=15730166653&a=240379&m=5577,White Stripe Bardot Shift Dress,15730166653,clt7149,https://cdn-images.prettylittlething.com/9/9/b/9/99b99012b4eaec6bc0ea9c336ce1abaa1708b5dc_CLT7149_1.JPG,White Stripe Bardot Shift DressUp your casual game with this white stripe shift dress featuring bardot neckline and soft breathable fabric Team with some cute pumps and a rucksack for ultimate off duty styleLength approx 63cm 24 5 Based on a sample size UK 8 Model wears size UK 8 EU 36 AUS 8 US 4Model Height 5ft 9 5,Womens dresses,10.0,Pretty Little Thing,5577,Women's Dresses & Skirts,198,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn-images.prettylittlething.com%2F9%2F9%2Fb%2F9%2F99b99012b4eaec6bc0ea9c336ce1abaa1708b5dc_CLT7149_1.JPG&feedId=12581&k=c1aad26cd9f2f9c9c11059c595a83dfdb8209d80,GBP,,https://www.prettylittlething.com/white-stripe-bardot-shift-dress.html?utm_source=awin&utm_medium=affiliate&utm_campaign=Stylefruits&istCompanyId=3b233929-048d-4b79-a672-b37827e7282d&istItemId=xmaxtxqqpq&istBid=tzwr,GBP10.00,15.0,1,,,,,,,,PrettyLittleThing,0,
33490,https://www.awin1.com/pclick.php?p=21261500621&a=240379&m=5577,Burgundy Velvet Glitter Paper Bag Bow Mini Skirt,21261500621,clu4036,https://cdn-images.prettylittlething.com/f/5/f/d/f5fd1624a242251e85dd599f14aea4e2b2bff43c_CLU4036_1.JPG,Burgundy Velvet Glitter Paper Bag Bow Mini SkirtAdd some glitter to your weekend look with this velvet glitter mini skirt Featuring a paperbag waist tie and in a burgundy hue team it with a simple crop top and heels to finish off the look Length approx 48cm 19 Based on a sample size UK 8 Model wears size UK 8 EU 36 AUS 8 US 4Model Height n5ft 9,Womens skirts,15.0,Pretty Little Thing,5577,Women's Dresses & Skirts,198,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn-images.prettylittlething.com%2Ff%2F5%2Ff%2Fd%2Ff5fd1624a242251e85dd599f14aea4e2b2bff43c_CLU4036_1.JPG&feedId=12581&k=7985d4ebd11cfc68664c1df1700ccdee0f602ee1,GBP,,https://www.prettylittlething.com/burgundy-velvet-glitter-paper-bag-bow-mini-skirt.html?utm_source=awin&utm_medium=affiliate&utm_campaign=Stylefruits&istCompanyId=3b233929-048d-4b79-a672-b37827e7282d&istItemId=xalllaxqlm&istBid=tzwr,GBP15.00,,1,,,,,,,,PrettyLittleThing,0,
33920,https://www.awin1.com/pclick.php?p=9642660483&a=240379&m=5577,Mid Wash Super Shred Denim Mini Skirt,9642660483,cls7837,https://cdn-images.prettylittlething.com/e/7/6/7/e767f19a1a9338cceaee6b91e281c6fbe687c052_CLS7837_1.JPG,Mid Wash Super Shred Denim Mini SkirtFeaturing a bang on trend distressed denim style this super shred mini skirt is everything we re currently loving Team with a cute crop top and your freshest trainers for a killer lookLength approx 39cm 15 Based on a sample size UK 8 Model wears size UK 8 EU 36 AUS 8 US 4,Womens skirts,12.0,Pretty Little Thing,5577,Women's Dresses & Skirts,198,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn-images.prettylittlething.com%2Fe%2F7%2F6%2F7%2Fe767f19a1a9338cceaee6b91e281c6fbe687c052_CLS7837_1.JPG&feedId=12581&k=20734c41b74f500b65e4b5aab22248ec087e40df,GBP,,https://www.prettylittlething.com/mid-wash-super-shred-denim-mini-skirt.html?utm_source=awin&utm_medium=affiliate&utm_campaign=Stylefruits&istCompanyId=3b233929-048d-4b79-a672-b37827e7282d&istItemId=xliqlillmm&istBid=tzwr,GBP12.00,20.0,1,,,,,,,,PrettyLittleThing,0,
